date,UTCtime,ping,download,upload,server
2018-03-02,16:00:10.030485,562.373,73.066,11.534,TekLinks
2018-03-02,16:10:01.924480,53.804,81.077,10.569,TekLinks
2018-03-02,16:20:02.639867,54.779,82.446,11.357,TekLinks
2018-03-02,16:30:02.260621,67.987,79.104,11.39,TekLinks
2018-03-02,16:40:02.711096,51.476,82.099,11.455,TekLinks
2018-03-02,16:50:02.392793,49.169,80.452,11.321,TekLinks
2018-03-02,17:00:10.114149,531.912,64.407,11.262,TekLinks
2018-03-02,17:10:01.878418,49.655,81.606,11.54,TekLinks
2018-03-02,17:20:02.098271,52.938,83.689,11.562,TekLinks
2018-03-02,17:30:03.298708,59.306,85.616,10.476,TekLinks
2018-03-02,17:40:02.611345,65.395,77.201,10.677,TekLinks
2018-03-02,17:50:01.848493,53.283,79.988,11.522,TekLinks
2018-03-02,18:00:02.684266,440.126,76.516,11.328,TekLinks
2018-03-02,18:10:01.884619,51.365,80.165,11.471,TekLinks
2018-03-02,18:20:02.349733,49.466,83.133,11.298,TekLinks
2018-03-02,18:30:06.759324,343.146,47.089,11.425,TekLinks
2018-03-02,18:40:02.468420,52.504,63.6,11.422,TekLinks
2018-03-02,18:50:02.093279,51.721,84.579,11.233,TekLinks
2018-03-02,19:00:08.617808,109.768,82.66,10.721,TekLinks
2018-03-02,19:10:02.356683,50.507,83.118,11.472,TekLinks
2018-03-02,19:20:02.628067,48.832,63.034,9.902,TekLinks
2018-03-02,19:30:08.452231,50.358,80.818,11.374,TekLinks
2018-03-02,19:40:01.784781,49.532,78.789,11.136,TekLinks
2018-03-02,19:50:02.179550,51.582,78.358,11.566,TekLinks
2018-03-02,20:00:10.622790,371.175,73.491,11.387,TekLinks
2018-03-02,20:10:02.429926,54.465,76.664,11.409,TekLinks
2018-03-02,20:20:02.253916,53.478,70.043,10.417,TekLinks
2018-03-02,20:30:02.413324,65.176,79.102,10.879,TekLinks
2018-03-02,20:40:02.382104,51.645,84.166,11.283,TekLinks
2018-03-02,20:50:01.747037,51.953,84.324,11.316,TekLinks
2018-03-02,21:00:09.120092,51.379,81.887,11.413,TekLinks
2018-03-02,21:10:02.454157,51.895,82.933,11.289,TekLinks
2018-03-02,21:20:01.944404,74.344,84.648,11.341,TekLinks
2018-03-02,21:30:02.368193,442.736,83.359,11.322,TekLinks
2018-03-02,21:40:01.776904,53.413,84.813,11.176,TekLinks
2018-03-02,21:50:02.473264,50.976,83.761,11.528,TekLinks
2018-03-02,22:00:08.008041,51.874,80.98,11.446,TekLinks
2018-03-02,22:10:02.402815,49.514,85.507,11.313,TekLinks
2018-03-02,22:20:01.995447,51.576,62.581,9.445,TekLinks
2018-03-02,22:30:02.310300,50.978,84.269,11.296,TekLinks
2018-03-02,22:40:03.569889,53.203,79.213,11.323,TekLinks
2018-03-02,22:50:01.639281,50.282,80.42,11.269,TekLinks
2018-03-02,23:00:10.304758,52.756,80.888,11.245,TekLinks
2018-03-02,23:10:01.793297,49.114,79.055,11.243,TekLinks
2018-03-02,23:20:02.131377,51.015,64.345,11.347,TekLinks
2018-03-02,23:30:02.376905,288.421,79.075,11.323,TekLinks
2018-03-02,23:40:02.138403,50.701,81.078,11.369,TekLinks
2018-03-02,23:50:02.398994,48.71,83.64,10.45,TekLinks
2018-03-03,00:00:02.785330,49.398,72.902,8.57,TekLinks
2018-03-03,00:10:03.008243,55.087,76.536,11.413,TekLinks
2018-03-03,00:20:02.724447,50.292,77.15,11.377,TekLinks
2018-03-03,00:30:05.085214,50.483,38.387,10.537,TekLinks
2018-03-03,00:40:02.023039,51.448,62.182,9.804,TekLinks
2018-03-03,00:50:02.422742,52.107,52.553,11.474,TekLinks
2018-03-03,01:00:11.807120,897.182,73.521,11.245,TekLinks
2018-03-03,01:10:01.912984,59.271,73.109,11.295,TekLinks
2018-03-03,01:20:03.133973,52.802,79.62,10.972,TekLinks
2018-03-03,01:30:02.219319,66.137,71.407,11.191,TekLinks
2018-03-03,01:40:01.757999,54.476,81.509,10.985,TekLinks
2018-03-03,01:50:02.207724,55.712,79.683,11.263,TekLinks
2018-03-03,02:00:10.850301,55.198,74.89,11.178,TekLinks
2018-03-03,02:10:02.283592,54.109,73.276,11.457,TekLinks
2018-03-03,02:20:02.364639,279.74,77.262,11.243,TekLinks
2018-03-03,02:30:02.076888,54.012,46.396,9.951,TekLinks
2018-03-03,02:40:02.006319,52.55,78.925,11.501,TekLinks
2018-03-03,02:50:01.881430,51.19,71.512,11.221,TekLinks
2018-03-03,03:00:07.005084,53.589,71.534,11.137,TekLinks
2018-03-03,03:10:02.356838,50.318,78.672,11.535,TekLinks
2018-03-03,03:20:02.606204,50.852,63.907,11.519,TekLinks
2018-03-03,03:30:05.739982,202.674,80.243,11.512,TekLinks
2018-03-03,03:40:01.964988,313.465,72.413,11.438,TekLinks
2018-03-03,03:50:02.496820,51.982,80.329,11.348,TekLinks
2018-03-03,04:00:01.811943,50.539,79.84,11.323,TekLinks
2018-03-03,04:10:02.259539,53.999,80.54,11.4,TekLinks
2018-03-03,04:20:01.941956,49.558,72.282,11.327,TekLinks
2018-03-03,04:30:02.473738,54.619,80.631,11.351,TekLinks
2018-03-03,04:40:02.866066,52.934,61.261,11.174,TekLinks
2018-03-03,04:50:02.233571,49.137,84.054,11.608,TekLinks
2018-03-03,05:00:02.809966,53.511,79.123,11.419,TekLinks
2018-03-03,05:10:02.154805,52.695,78.44,9.484,TekLinks
2018-03-03,05:20:02.724879,50.604,48.816,11.561,TekLinks
2018-03-03,05:30:02.030710,384.684,67.63,11.325,TekLinks
2018-03-03,05:40:01.942829,52.023,42.142,9.903,TekLinks
2018-03-03,05:50:02.527723,49.303,79.741,11.319,TekLinks
2018-03-03,06:00:02.239600,52.465,73.044,11.284,TekLinks
2018-03-03,06:10:01.781014,52.374,46.085,9.321,TekLinks
2018-03-03,06:20:02.204541,52.645,46.088,9.589,TekLinks
2018-03-03,06:30:05.253368,47.648,84.009,11.439,TekLinks
2018-03-03,06:40:02.589731,49.661,79.116,10.18,TekLinks
2018-03-03,06:50:02.100913,51.555,60.358,11.397,TekLinks
2018-03-03,07:00:08.959630,495.522,58.731,11.463,TekLinks
2018-03-03,07:10:02.047907,51.943,82.441,10.6,TekLinks
2018-03-03,07:20:02.645010,51.088,56.341,10.185,TekLinks
2018-03-03,07:30:02.232176,69.303,75.622,11.438,TekLinks
2018-03-03,07:40:02.439676,50.468,83.885,11.299,TekLinks
2018-03-03,07:50:02.515716,50.24,59.361,11.418,TekLinks
2018-03-03,08:00:09.956103,52.209,80.446,11.397,TekLinks
2018-03-03,08:10:01.768856,58.029,62.215,11.387,TekLinks
2018-03-03,08:20:02.603606,51.065,77.602,11.23,TekLinks
2018-03-03,08:30:01.853525,48.813,81.837,11.412,TekLinks
2018-03-03,08:40:02.753580,49.902,80.351,11.364,TekLinks
2018-03-03,08:50:04.827969,48.938,82.312,11.392,TekLinks
2018-03-03,09:00:10.064508,240.959,70.334,11.376,TekLinks
2018-03-03,09:10:01.904777,49.31,76.688,1.477,TekLinks
2018-03-03,09:20:03.602040,795.792,85.96,7.595,TekLinks
2018-03-03,09:30:02.746251,192.894,77.027,7.753,TekLinks
2018-03-03,09:40:02.738032,50.869,53.801,11.227,TekLinks
2018-03-03,09:50:03.239467,48.903,82.492,11.194,TekLinks
2018-03-03,10:00:08.507791,50.182,81.348,10.783,TekLinks
2018-03-03,10:10:02.309475,48.312,84.549,11.367,TekLinks
2018-03-03,10:20:02.747437,49.075,76.318,10.439,TekLinks
2018-03-03,10:30:02.511030,52.642,52.687,11.494,TekLinks
2018-03-03,10:40:01.709657,55.566,64.042,11.518,TekLinks
2018-03-03,10:50:01.878116,50.286,81.975,11.491,TekLinks
2018-03-03,11:00:02.192080,69.555,81.663,11.419,TekLinks
2018-03-03,11:10:02.099258,49.299,79.515,11.415,TekLinks
2018-03-03,11:20:02.308961,49.167,66.405,11.118,TekLinks
2018-03-03,11:30:02.184795,58.136,82.921,11.696,TekLinks
2018-03-03,11:40:02.124635,54.37,77.994,11.119,TekLinks
2018-03-03,11:50:02.011243,50.843,50.079,11.482,TekLinks
2018-03-03,12:00:07.566874,48.67,81.248,11.356,TekLinks
2018-03-03,12:10:01.654616,51.641,35.115,11.552,TekLinks
2018-03-03,12:20:01.684729,50.728,76.798,11.246,TekLinks
2018-03-03,12:30:09.635390,54.93,81.614,10.868,TekLinks
2018-03-03,12:40:02.639069,49.619,59.116,11.552,TekLinks
2018-03-03,12:50:02.240866,48.821,84.013,11.349,TekLinks
2018-03-03,13:00:10.838535,53.104,82.079,11.26,TekLinks
2018-03-03,13:10:02.016669,51.746,82.416,11.495,TekLinks
2018-03-03,13:20:02.182779,52.447,84.129,7.324,TekLinks
2018-03-03,13:30:02.402646,61.023,69.32,10.748,TekLinks
2018-03-03,13:40:02.336748,50.753,74.047,11.485,TekLinks
2018-03-03,13:50:02.508549,50.445,76.08,10.769,TekLinks
2018-03-03,14:00:01.600086,48.944,80.263,11.496,TekLinks
2018-03-03,14:10:02.616044,49.024,79.373,11.34,TekLinks
2018-03-03,14:20:02.155540,49.562,81.354,11.243,TekLinks
2018-03-03,14:30:02.509801,656.683,63.062,11.404,TekLinks
2018-03-03,14:40:02.451924,54.326,77.384,11.16,TekLinks
2018-03-03,14:50:02.292577,49.353,72.072,11.356,TekLinks
2018-03-03,15:00:10.100741,172.869,80.795,11.408,TekLinks
2018-03-03,15:10:01.708436,53.362,82.73,10.342,TekLinks
2018-03-03,15:20:02.190939,48.624,78.356,11.299,TekLinks
2018-03-03,15:30:01.823844,49.853,76.454,10.853,TekLinks
2018-03-03,15:40:02.301206,50.56,82.943,11.294,TekLinks
2018-03-03,15:50:02.729151,51.145,82.786,11.243,TekLinks
2018-03-03,16:00:07.614743,51.267,82.392,11.287,TekLinks
2018-03-03,16:10:01.826647,49.58,77.931,9.005,TekLinks
2018-03-03,16:20:01.709669,48.817,76.149,10.715,TekLinks
2018-03-03,16:30:08.755536,358.54,70.959,11.477,TekLinks
2018-03-03,16:40:02.038674,50.313,73.298,11.321,TekLinks
2018-03-03,16:50:01.884015,50.906,81.587,11.308,TekLinks
2018-03-03,17:00:01.784277,49.989,65.293,9.645,TekLinks
2018-03-03,17:10:02.454706,57.074,74.542,10.007,TekLinks
2018-03-03,17:20:02.646306,52.946,81.06,11.288,TekLinks
2018-03-03,17:30:02.614872,52.682,59.798,10.408,TekLinks
2018-03-03,17:40:01.659964,50.224,81.028,11.49,TekLinks
2018-03-03,17:50:02.144729,52.539,80.828,11.497,TekLinks
2018-03-03,18:00:10.188243,52.19,67.839,11.574,TekLinks
2018-03-03,18:10:04.279765,52.04,80.797,11.299,TekLinks
2018-03-03,18:20:02.354570,49.354,59.684,11.426,TekLinks
2018-03-03,18:30:08.938558,358.53,77.128,11.45,TekLinks
2018-03-03,18:40:02.500245,50.12,81.463,11.206,TekLinks
2018-03-03,18:50:01.518725,50.028,79.307,10.923,TekLinks
2018-03-03,19:00:10.515420,50.409,76.536,11.541,TekLinks
2018-03-03,19:10:02.427772,49.332,22.116,11.455,TekLinks
2018-03-03,19:20:02.338496,49.625,82.814,11.485,TekLinks
2018-03-03,19:30:07.779008,50.717,78.586,11.091,TekLinks
2018-03-03,19:40:02.064016,59.261,62.958,11.218,TekLinks
2018-03-03,19:50:02.547268,49.985,78.726,11.458,TekLinks
2018-03-03,20:00:09.280090,80.293,69.939,11.479,TekLinks
2018-03-03,20:10:02.353651,50.692,55.018,11.426,TekLinks
2018-03-03,20:20:02.374917,51.649,83.636,11.183,TekLinks
2018-03-03,20:30:02.865071,52.103,71.414,11.451,TekLinks
2018-03-03,20:40:01.754445,53.271,82.306,11.282,TekLinks
2018-03-03,20:50:02.528476,52.511,75.243,11.373,TekLinks
2018-03-03,21:00:08.976565,49.246,77.61,10.698,TekLinks
2018-03-03,21:10:02.774255,52.43,81.529,11.469,TekLinks
2018-03-03,21:20:01.680436,50.96,64.891,11.421,TekLinks
2018-03-03,21:30:02.071851,68.571,81.193,11.494,TekLinks
2018-03-03,21:40:02.292534,52.937,81.739,11.486,TekLinks
2018-03-03,21:50:02.383209,49.242,82.492,11.267,TekLinks
2018-03-03,22:00:10.204521,51.608,69.412,11.534,TekLinks
2018-03-03,22:10:02.302915,52.866,58.431,10.44,TekLinks
2018-03-03,22:20:02.457071,50.973,78.846,10.934,TekLinks
2018-03-03,22:30:02.557664,68.225,66.147,11.074,TekLinks
2018-03-03,22:40:02.140230,51.668,81.019,11.213,TekLinks
2018-03-03,22:50:02.254401,57.614,82.647,11.495,TekLinks
2018-03-03,23:00:07.348189,866.773,74.395,10.686,TekLinks
2018-03-03,23:10:02.180126,148.683,59.577,11.173,TekLinks
2018-03-03,23:20:02.173715,49.097,78.934,11.15,TekLinks
2018-03-03,23:30:02.702138,393.326,78.163,11.198,TekLinks
2018-03-03,23:40:01.807556,55.782,81.216,11.205,TekLinks
2018-03-03,23:50:02.049394,49.035,74.133,9.835,TekLinks
2018-03-04,00:00:10.126051,114.356,59.59,11.018,TekLinks
2018-03-04,00:10:02.388385,52.445,77.023,11.385,TekLinks
2018-03-04,00:20:02.055132,52.199,82.428,11.52,TekLinks
2018-03-04,00:30:02.578990,51.298,80.796,10.921,TekLinks
2018-03-04,00:40:02.362788,49.88,81.237,10.626,TekLinks
2018-03-04,00:50:02.006147,51.185,81.142,11.336,TekLinks
2018-03-04,01:00:02.055796,129.212,80.394,10.445,TekLinks
2018-03-04,01:10:02.554770,51.031,75.394,11.292,TekLinks
2018-03-04,01:20:02.476791,54.421,78.915,11.313,TekLinks
2018-03-04,01:30:02.680759,48.894,75.982,11.358,TekLinks
2018-03-04,01:40:02.083979,52.41,78.788,11.333,TekLinks
2018-03-04,01:50:02.248152,49.994,79.474,11.333,TekLinks
2018-03-04,02:00:10.528982,506.951,58.54,11.371,TekLinks
2018-03-04,02:10:02.288431,586.347,65.111,9.259,TekLinks
2018-03-04,02:20:02.351737,58.382,80.837,11.057,TekLinks
2018-03-04,02:30:02.802514,50.201,60.02,11.425,TekLinks
2018-03-04,02:40:02.835699,50.836,77.221,11.56,TekLinks
2018-03-04,02:50:02.140530,49.071,80.099,8.702,TekLinks
2018-03-04,03:00:11.121423,73.295,62.916,11.304,TekLinks
2018-03-04,03:10:01.797237,54.916,77.968,10.205,TekLinks
2018-03-04,03:20:01.705801,51.537,70.785,11.258,TekLinks
2018-03-04,03:30:03.038931,355.576,77.03,9.289,TekLinks
2018-03-04,03:40:02.634767,50.453,74.689,10.54,TekLinks
2018-03-04,03:50:02.471305,53.276,74.707,11.354,TekLinks
2018-03-04,04:00:03.473045,53.103,75.233,11.399,TekLinks
2018-03-04,04:10:02.301930,49.8,79.808,11.404,TekLinks
2018-03-04,04:20:02.343734,55.872,67.94,10.754,TekLinks
2018-03-04,04:30:08.705944,225.881,78.372,11.461,TekLinks
2018-03-04,04:40:01.930399,56.679,77.999,11.412,TekLinks
2018-03-04,04:50:02.148384,52.228,68.562,9.452,TekLinks
2018-03-04,05:00:09.649279,399.835,70.712,11.303,TekLinks
2018-03-04,05:10:05.603196,51.197,65.917,10.808,TekLinks
2018-03-04,05:20:02.468699,48.876,80.494,11.22,TekLinks
2018-03-04,05:30:04.955061,49.989,77.414,8.08,TekLinks
2018-03-04,05:40:02.291411,52.359,74.426,8.117,TekLinks
2018-03-04,05:50:02.517984,50.233,81.778,11.435,TekLinks
2018-03-04,06:00:10.911720,461.964,77.953,11.392,TekLinks
2018-03-04,06:10:02.538773,49.905,80.14,9.222,TekLinks
2018-03-04,06:20:02.369256,48.954,78.326,10.736,TekLinks
2018-03-04,06:30:09.567648,51.625,81.45,11.426,TekLinks
2018-03-04,06:40:02.393735,49.66,81.31,10.115,TekLinks
2018-03-04,06:50:02.578393,49.56,81.054,11.442,TekLinks
2018-03-04,07:00:10.227466,86.491,65.613,11.367,TekLinks
2018-03-04,07:10:02.682728,629.482,80.732,11.554,TekLinks
2018-03-04,07:20:02.571075,643.268,79.41,11.413,TekLinks
2018-03-04,07:30:02.847894,400.769,76.063,10.733,TekLinks
2018-03-04,07:40:02.283355,52.979,70.37,9.916,TekLinks
2018-03-04,07:50:02.666874,53.754,61.23,11.517,TekLinks
2018-03-04,08:00:10.167472,49.417,55.856,11.3,TekLinks
2018-03-04,08:10:02.576635,48.793,84.759,10.031,TekLinks
2018-03-04,08:20:03.098211,51.249,81.206,11.337,TekLinks
2018-03-04,08:30:02.675760,56.551,73.729,2.295,TekLinks
2018-03-04,08:40:03.439512,48.764,84.36,4.813,TekLinks
2018-03-04,08:50:03.444684,49.909,83.344,9.766,TekLinks
2018-03-04,09:00:03.304099,91.314,76.342,10.817,TekLinks
2018-03-04,09:10:02.387009,53.191,55.115,11.314,TekLinks
2018-03-04,09:20:02.299862,48.369,83.796,11.47,TekLinks
2018-03-04,09:30:02.360305,57.181,60.519,11.587,TekLinks
2018-03-04,09:40:01.992103,52.351,83.408,11.501,TekLinks
2018-03-04,09:50:02.211042,50.654,84.589,11.236,TekLinks
2018-03-04,10:00:09.819950,686.339,83.565,11.566,TekLinks
2018-03-04,10:10:02.750776,51.432,50.709,11.409,TekLinks
2018-03-04,10:20:02.260514,266.95,82.555,11.552,TekLinks
2018-03-04,10:30:01.933425,71.96,57.797,11.572,TekLinks
2018-03-04,10:40:02.118382,48.746,68.229,11.396,TekLinks
2018-03-04,10:50:02.074726,51.619,83.017,11.47,TekLinks
2018-03-04,11:00:09.338283,51.551,82.046,11.206,TekLinks
2018-03-04,11:10:02.491189,468.372,82.645,11.391,TekLinks
2018-03-04,11:20:02.264992,50.922,80.516,11.657,TekLinks
2018-03-04,11:30:02.125260,64.117,80.405,0.395,TekLinks
2018-03-04,11:40:02.185692,51.123,81.949,10.126,TekLinks
2018-03-04,11:50:02.183551,48.331,46.892,11.49,TekLinks
2018-03-04,12:00:09.420623,50.667,79.3,11.357,TekLinks
2018-03-04,12:10:01.548347,49.786,84.388,11.605,TekLinks
2018-03-04,12:20:02.544264,50.447,83.532,11.337,TekLinks
2018-03-04,12:30:01.915716,367.708,73.477,11.34,TekLinks
2018-03-04,12:40:02.697037,54.702,67.735,11.409,TekLinks
2018-03-04,12:50:02.379714,49.664,83.469,9.316,TekLinks
2018-03-04,13:00:09.503020,49.762,82.038,11.329,TekLinks
2018-03-04,13:10:02.403028,50.367,76.202,11.328,TekLinks
2018-03-04,13:20:02.565106,365.992,82.783,11.482,TekLinks
2018-03-04,13:30:02.304366,48.407,67.787,11.666,TekLinks
2018-03-04,13:40:02.040368,49.779,73.575,11.38,TekLinks
2018-03-04,13:50:02.336492,50.39,80.566,11.458,TekLinks
2018-03-04,14:00:10.197405,50.224,67.7,11.663,TekLinks
2018-03-04,14:10:02.136861,53.693,58.875,11.452,TekLinks
2018-03-04,14:20:02.307997,408.778,60.243,10.533,TekLinks
2018-03-04,14:30:02.805953,48.936,53.763,10.642,TekLinks
2018-03-04,14:40:02.731226,51.718,70.254,11.162,TekLinks
2018-03-04,14:50:02.514905,51.242,80.219,11.328,TekLinks
2018-03-04,15:00:07.347605,50.124,51.591,11.27,TekLinks
2018-03-04,15:10:02.561324,52.933,84.275,11.505,TekLinks
2018-03-04,15:20:02.398452,49.998,80.596,11.405,TekLinks
2018-03-04,15:30:02.192041,615.563,78.75,11.225,TekLinks
2018-03-04,15:40:02.157286,51.975,84.157,11.377,TekLinks
2018-03-04,15:50:02.188455,48.266,73.377,11.401,TekLinks
2018-03-04,16:00:10.322878,50.919,45.554,11.429,TekLinks
2018-03-04,16:10:02.523533,52.705,76.345,10.655,TekLinks
2018-03-04,16:20:02.723558,55.128,49.037,10.277,TekLinks
2018-03-04,16:30:02.750709,217.36,81.677,11.544,TekLinks
2018-03-04,16:40:02.110184,50.397,75.127,11.495,TekLinks
2018-03-04,16:50:02.326540,50.2,81.818,11.361,TekLinks
2018-03-04,17:00:10.484616,50.83,75.216,11.491,TekLinks
2018-03-04,17:10:02.081945,48.749,83.101,11.38,TekLinks
2018-03-04,17:20:01.994932,50.513,37.859,11.431,TekLinks
2018-03-04,17:30:02.369989,52.771,78.353,11.231,TekLinks
2018-03-04,17:40:02.724156,48.658,75.707,11.568,TekLinks
2018-03-04,17:50:01.680754,49.711,59.531,11.497,TekLinks
2018-03-04,18:00:13.150463,270.385,58.192,11.273,TekLinks
2018-03-04,18:10:02.064688,51.156,80.426,9.661,TekLinks
2018-03-04,18:20:02.740271,52.892,78.157,11.178,TekLinks
2018-03-04,18:30:09.337161,49.876,82.146,11.225,TekLinks
2018-03-04,18:40:01.798968,50.168,80.719,11.307,TekLinks
2018-03-04,18:50:02.442629,53.192,49.423,11.368,TekLinks
2018-03-04,19:00:06.878308,51.841,73.868,11.287,TekLinks
2018-03-04,19:10:02.881182,49.049,66.936,11.299,TekLinks
2018-03-04,19:20:02.258054,50.154,74.52,9.976,TekLinks
2018-03-04,19:30:02.469812,61.86,72.709,10.838,TekLinks
2018-03-04,19:40:02.242826,714.89,81.205,11.534,TekLinks
2018-03-04,19:50:02.518864,313.853,73.173,10.364,TekLinks
2018-03-04,20:00:07.283986,49.227,75.534,11.292,TekLinks
2018-03-04,20:10:02.650983,211.432,74.116,11.341,TekLinks
2018-03-04,20:20:01.943970,50.148,82.178,11.473,TekLinks
2018-03-04,20:30:02.958573,62.986,75.414,11.344,TekLinks
2018-03-04,20:40:02.330072,54.183,82.074,11.456,TekLinks
2018-03-04,20:50:02.424201,52.951,82.685,11.388,TekLinks
2018-03-04,21:00:10.386558,51.442,78.658,11.495,TekLinks
2018-03-04,21:10:02.890145,49.11,78.558,10.781,TekLinks
2018-03-04,21:20:02.370489,50.21,79.607,11.356,TekLinks
2018-03-04,21:30:02.481484,155.94,75.891,11.516,TekLinks
2018-03-04,21:40:02.494187,52.335,83.97,11.276,TekLinks
2018-03-04,21:50:02.685895,216.766,78.389,10.606,TekLinks
2018-03-04,22:00:01.632555,51.752,75.147,11.216,TekLinks
2018-03-04,22:10:01.906908,49.406,79.515,11.133,TekLinks
2018-03-04,22:20:01.967597,53.15,72.69,11.377,TekLinks
2018-03-04,22:30:10.149409,772.612,83.619,9.167,TekLinks
2018-03-04,22:40:03.038736,52.078,72.051,10.63,TekLinks
2018-03-04,22:50:02.443358,54.322,71.897,11.416,TekLinks
2018-03-04,23:00:02.591475,436.629,64.2,11.352,TekLinks
2018-03-04,23:10:07.462501,50.927,78.39,11.336,TekLinks
2018-03-04,23:20:02.463955,52.1,78.612,8.136,TekLinks
2018-03-04,23:30:01.761959,547.548,75.295,11.501,TekLinks
2018-03-04,23:40:02.721797,51.326,82.428,11.472,TekLinks
2018-03-04,23:50:01.625860,55.574,80.335,10.795,TekLinks
2018-03-05,00:00:02.633240,58.877,82.037,10.735,TekLinks
2018-03-05,00:10:02.882889,52.234,77.622,10.974,TekLinks
2018-03-05,00:20:02.669948,50.224,84.153,11.358,TekLinks
2018-03-05,00:30:02.306098,52.725,81.459,11.308,TekLinks
2018-03-05,00:40:02.574531,51.377,78.355,11.451,TekLinks
2018-03-05,00:50:02.559603,53.503,68.031,11.434,TekLinks
2018-03-05,01:00:05.654871,53.226,79.98,11.418,TekLinks
2018-03-05,01:10:02.496403,50.644,57.987,11.21,TekLinks
2018-03-05,01:20:01.916223,53.533,81.711,11.209,TekLinks
2018-03-05,01:30:02.408922,203.189,72.838,11.483,TekLinks
2018-03-05,01:40:02.529962,54.006,66.246,11.533,TekLinks
2018-03-05,01:50:02.252561,55.123,80.854,10.413,TekLinks
2018-03-05,02:00:02.825900,417.415,58.265,11.09,TekLinks
2018-03-05,02:10:03.574751,462.981,78.227,11.403,TekLinks
2018-03-05,02:20:02.438612,52.87,77.355,11.351,TekLinks
2018-03-05,02:30:02.183892,58.514,53.584,11.111,TekLinks
2018-03-05,02:40:02.824134,56.126,78.446,11.212,TekLinks
2018-03-05,02:50:01.977188,51.31,55.027,11.392,TekLinks
2018-03-05,03:00:10.098392,48.932,81.211,11.195,TekLinks
2018-03-05,03:10:01.886067,51.947,77.924,11.249,TekLinks
2018-03-05,03:20:01.840453,52.166,72.986,11.226,TekLinks
2018-03-05,03:30:01.859068,589.396,78.931,11.068,TekLinks
2018-03-05,03:40:02.551237,598.01,77.668,10.884,TekLinks
2018-03-05,03:50:01.865812,50.242,62.781,11.338,TekLinks
2018-03-05,04:00:02.574409,64.211,66.418,11.413,TekLinks
2018-03-05,04:10:02.447634,184.468,80.823,11.442,TekLinks
2018-03-05,04:20:02.254681,52.761,72.009,11.419,TekLinks
2018-03-05,04:30:07.907505,53.886,80.117,11.545,TekLinks
2018-03-05,04:40:01.630980,184.223,82.618,11.28,TekLinks
2018-03-05,04:50:02.232832,50.569,81.146,9.809,TekLinks
2018-03-05,05:00:02.128484,61.878,60.139,11.399,TekLinks
2018-03-05,05:10:02.349262,50.932,81.051,10.995,TekLinks
2018-03-05,05:20:02.350895,50.67,79.582,11.317,TekLinks
2018-03-05,05:30:01.916413,703.341,79.313,11.315,TekLinks
2018-03-05,05:40:02.681669,50.456,69.183,11.24,TekLinks
2018-03-05,05:50:02.225016,577.636,62.242,10.739,TekLinks
2018-03-05,06:00:06.723982,116.691,72.561,11.267,TekLinks
2018-03-05,06:10:02.877789,49.614,73.075,10.14,TekLinks
2018-03-05,06:20:03.077797,49.129,48.206,10.303,TekLinks
2018-03-05,06:30:02.327325,513.327,70.691,10.819,TekLinks
2018-03-05,06:40:02.584406,113.08,80.118,11.294,TekLinks
2018-03-05,06:50:02.105710,50.868,83.1,11.487,TekLinks
2018-03-05,07:00:01.859847,56.776,74.52,11.335,TekLinks
2018-03-05,07:10:02.882977,643.384,71.874,10.202,TekLinks
2018-03-05,07:20:02.677305,50.162,81.079,11.568,TekLinks
2018-03-05,07:30:01.685445,63.501,64.358,10.232,TekLinks
2018-03-05,07:40:02.392533,49.41,51.276,11.36,TekLinks
2018-03-05,07:50:01.912381,50.433,82.644,11.457,TekLinks
2018-03-05,08:00:08.644178,53.389,78.079,11.564,TekLinks
2018-03-05,08:10:02.464233,47.099,80.675,11.444,TekLinks
2018-03-05,08:20:02.606794,50.989,77.551,11.458,TekLinks
2018-03-05,08:30:02.474579,67.218,72.498,10.404,TekLinks
2018-03-05,08:40:03.052502,300.882,75.669,5.844,TekLinks
2018-03-05,08:50:02.452066,50.873,84.668,11.16,TekLinks
2018-03-05,09:00:10.722124,325.887,84.234,10.929,TekLinks
2018-03-05,09:10:02.590823,175.058,57.347,11.387,TekLinks
2018-03-05,09:20:02.439003,49.815,74.584,11.297,TekLinks
2018-03-05,09:30:02.569133,225.345,80.465,11.3,TekLinks
2018-03-05,09:40:02.216992,49.841,80.834,11.532,TekLinks
2018-03-05,09:50:02.414118,50.481,83.65,9.481,TekLinks
2018-03-05,10:00:01.662710,60.273,82.484,11.377,TekLinks
2018-03-05,10:10:02.443373,400.44,74.837,10.409,TekLinks
2018-03-05,10:20:02.272759,50.152,76.224,11.378,TekLinks
2018-03-05,10:30:02.487851,216.682,55.235,11.626,TekLinks
2018-03-05,10:40:02.523763,50.14,73.334,11.606,TekLinks
2018-03-05,10:50:02.387514,50.014,83.9,11.477,TekLinks
2018-03-05,11:00:09.468986,320.547,80.372,11.503,TekLinks
2018-03-05,11:10:02.237182,49.212,74.013,11.517,TekLinks
2018-03-05,11:20:02.251483,105.713,79.673,11.423,TekLinks
2018-03-05,11:30:02.803638,67.687,68.693,10.959,TekLinks
2018-03-05,11:40:03.529794,51.684,72.284,11.4,TekLinks
2018-03-05,11:50:02.739912,51.217,81.737,7.189,TekLinks
2018-03-05,12:00:02.544457,51.636,63.213,11.312,TekLinks
2018-03-05,12:10:01.839479,374.912,75.593,10.508,TekLinks
2018-03-05,12:20:02.147110,49.322,81.055,11.27,TekLinks
